sample name,notes,sampling date,sampling time,movement,Station_start,Station_end,sample type,medium,Station,ecosystem,depth,filtration,pore size,replicate,time,bottle,filter type,time point,Season,Latitude,Longitude
20252910-MARS-torp-B,torp,10.29.2025,,transition,,,eDNA,water,MARS,marine,0,passive,20,2,3,,disk,4,Autumn,36.721,-122.1903
20252910-ML-M1-air-1,mainland to M1,10.28.2025,,stationary,ML,M1,eDNA,air,M1,marine,0,passive,0.22,1,,,disk,4,Autumn,36.7502,-122.0495
20252910-ML-M1-air-2,mainland to M1,10.28.2025,,stationary,ML,M1,eDNA,air,M1,marine,0,passive,0.22,2,,,disk,4,Autumn,36.7502,-122.0495
20252910-ML-M1-air-3,mainland to M1,10.28.2025,,stationary,ML,M1,eDNA,air,M1,marine,0,passive,0.22,3,,,disk,4,Autumn,36.7502,-122.0495
20252910-ML-MARS-air-1,transit ML to MARS,10.29.2025,,transition,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,1,,,disk,4,Autumn,36.721,-122.1903
20252910-ML-MARS-air-2,transit ML to MARS,10.29.2025,,transition,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,2,,,disk,4,Autumn,36.721,-122.1903
20252910-ML-MARS-air-3,transit ML to MARS,10.29.2025,,transition,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,3,,,disk,4,Autumn,36.721,-122.1903
250414-ESe-21a,,04.14.2025,,stationary,,,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,2,22,,Sterivex,2,Spring,36.8105,-121.7827
250414-ESe-21b,,04.14.2025,,stationary,,,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,3,22,,Sterivex,2,Spring,36.8105,-121.7827
250414-ESe-21c,,04.14.2025,,stationary,,,eDNA,water,Elkhorn Slough,estuary,0,active,0.22,1,22,,Sterivex,2,Spring,36.8105,-121.7827
9-14-24-WF,Raksha Blueshark tagging,NA,NA,NA,NA,NA,eDNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9-19-24-WF-1-2,Raksha Blueshark tagging,NA,NA,NA,NA,NA,eDNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9-19-24-WF-2-2,Raksha Blueshark tagging,NA,NA,NA,NA,NA,eDNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARS-air-A,for whole transit,04.17.2025,,stationary,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,A,,,disk,2,Spring,36.743,-122.1068333
MARS-air-B,for whole transit,04.17.2025,,stationary,ML,MARs,eDNA,air,MARS,marine,0,passive,0.22,B,,,disk,2,Spring,36.743,-122.1068333
MARS-air-C,for whole transit,04.17.2025,,stationary,ML,MARS,eDNA,air,MARS,marine,0,passive,0.22,C,,,disk,2,Spring,36.743,-122.1068333
MARS-air-st-a,while CTD was in the water,04.17.2025,09:45:00,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,a,,,disk,2,Spring,36.743,-122.1068333
MARS-air-st-b,while CTD was in the water,04.17.2025,09:45:00,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,b,,,disk,2,Spring,36.743,-122.1068333
MARS-air-st-c,while CTD was in the water,04.17.2025,09:45:00,stationary,MARS,MARS,eDNA,air,MARS,marine,0,passive,0.22,c,,,disk,2,Spring,36.743,-122.1068333
COS-CWC22-SockeyeSalmon,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF-BigEyeTuna,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF-BlackCod,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF-CaliforniaHalibut,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF-Ono-Wahoo,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF-Sardine,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF-Swordfish,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF22-BluefinTuna,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF22-KingSalmon,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
COS-RGF22-YellowfinTuna,tissue ,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mock-community,mix of tissue samples,NA,,NA,,,positive,NA,blank,NA,blank,NA,blank,NA,blank,NA,blank,3,Summer,NA,NA
POS_S14,positive sequencing control lab,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
POS_S259,positive sequencing control lab,NA,NA,NA,NA,NA,positive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
